0,6.781684e-07
1,7.950877e-05
2,1.564067e-04
3,2.309540e-04
4,3.030419e-04
5,3.726439e-04
6,4.397491e-04
7,5.043498e-04
8,5.664404e-04
9,6.260160e-04
10,6.830733e-04
11,7.376092e-04
12,7.896213e-04
13,8.391076e-04
14,8.860662e-04
15,9.304955e-04
16,9.723939e-04
17,1.011760e-03
18,1.048593e-03
19,1.082890e-03
20,1.114652e-03
21,1.143877e-03
22,1.170563e-03
23,1.194711e-03
24,1.216319e-03
25,1.235386e-03
26,1.251913e-03
27,1.265898e-03
28,1.277340e-03
29,1.286241e-03
30,1.292598e-03
31,1.296413e-03
32,1.297684e-03
33,1.296413e-03
34,1.292598e-03
35,1.286241e-03
36,1.277340e-03
37,1.265898e-03
38,1.251913e-03
39,1.235386e-03
40,1.216319e-03
41,1.194711e-03
42,1.170563e-03
43,1.143877e-03
44,1.114652e-03
45,1.082890e-03
46,1.048593e-03
47,1.011760e-03
48,9.723939e-04
49,9.304955e-04
50,8.860662e-04
51,8.391076e-04
52,7.896213e-04
53,7.376092e-04
54,6.830733e-04
55,6.260160e-04
56,5.664404e-04
57,5.043498e-04
58,4.397491e-04
59,3.726439e-04
60,3.030419e-04
61,2.309540e-04
62,1.564067e-04
63,7.950877e-05
64,6.781684e-07
